web-scraper-order;web-scraper-start-url;review;;
1749059567-11;https://www.amazon.com/product-reviews/B005WPTTG4;The pen is a bit weighty, but it writes very smoothly. It looks very sleek. I use it every day. A great addition to any fountain pen collection.;;
1749059567-12;https://www.amazon.com/product-reviews/B005WPTTG4;Mothers Day gift, This pilot retractable is incredible! I popped in the cartridge, waited 5 minutes and started writing. It’s gorgeous, the weight is perfectly proportional with the clip adding to the overall comfort. I LOVE IT!;;
1749059567-13;https://www.amazon.com/product-reviews/B005WPTTG4;I have taken a liking to retractable fountain pens. I purchased the Majohn A1 Press Fountain Pen (no clip). It was good enough to get me started, but I finally purchase the Pilot Vanishing Point. The Pilot is hands down the best even with the serious upcharge. The mechanism and ink flow is better, the nib is just smoother, and the fact that the Majohn has not clip, and the Pilot does, actually is a detriment for Majohn and a great feature for Pilot and it has nothing to do with clipping in your pocket. Putting the Pilot in your hand aligned with the clip automatically sets the nib in the proper angle and flow—with the Majohn I find myself looking and feeling my way towards that even flow. Both have nice heft, and both fill easily. Pilot for me.;;
1749059567-14;https://www.amazon.com/product-reviews/B005WPTTG4;Honestly what can I say. This is one of, if not the best everyday carry fountain pens on the market. This pen paired with a nice ink that doesn't feather or bleed on cheap paper(like Noodlers Black or Diamine Registrars) is perfect for daily use on any type of paper. No cap to loose track of, nib doesn't dry out, if you do drop it nothing gets damaged(as long as the nib is retracted). Perfect. The only real downside is that, as you have probably heard, the CON-40 is pretty much worthless. Not only does it have a very low capacity but you cant even get it to fill all the way up most the time. SO if you are going to use bottled ink, I would HIGHLY recommend just scooping up some blunt tip syringes for a couple bucks here on amazon and refilling the cartridges. One cartridge can be refilled MANY times, and then you get good ink capacity again(about 0.9ml). Which lasts a LONG time with a fine or extra fine nib.;;
1749059567-15;https://www.amazon.com/product-reviews/B005WPTTG4;"I love how practical this fountain pen is and enjoy taking it with me when I'm out and about.  Especially to work and church.  So quick and easy to activate and put away when not using so the nib doesn't dry out!  Writes wonderful.  I ordered some blue/black ink because the color that came with it is a bit lighter than I prefer.

So glad I took a chance and ordered this pen.  I believe I will end up using it a lot; it is so practical and convenient compared to messing with a cap.";;
1749059567-16;https://www.amazon.com/product-reviews/B005WPTTG4;Wow, writes so smooth. It writes like butter in a Hobonichi. What a wonderful product, I'm so excited I found it! Trying to drum up things I need to write about! The writing experience and balance of this pen are worth the price.;;
1749059567-17;https://www.amazon.com/product-reviews/B005WPTTG4;"The Pilot Vanishing Point is a classic, a mostly amazing pen that certainly deserves a high level of distinction. Unfortunately, it also has some problems that you should be aware of before you decide to buy one.

Packaging is very decent, not quite as nice as it used to be, but you get a sort of cheap-feeling hinged display box.

The pen itself is of course beautiful, with truly excellent build quality and weight. It feels great in the hand, although it does take some getting used to holding it at the clip for writing. The retractable nib mechanism for which the pen is named is impressively well engineered and works flawlessly. Of course that's the whole point.

The nib itself -- I opted for fine point here -- is truly quite fine. And it is a joy to write with. It has a certain springiness or I might even say bounciness, that's absent in any other fountain pen I own, that makes it particularly fun to write with. The writing experience is not what I would call perfectly smooth, but it's also not scratchy per se. It's hard to explain, but the pen delivers a lot of what some people refer to as ""feedback"" and it's basically the feeling of the pen interacting with the paper. Usually I find it to be objectionable in any form, but with this pen I actually quite enjoy it. It's a unique writing experience to be sure.

Now the bad parts...

First and foremost, the pen's converter is, quite bluntly, an overengineered piece of crap. Its piston mechanism is huge, its fill capacity is tiny, and if you fill it via the pen's exceedingly long nib your capacity will be even lower. Furthermore, it is impossible to see the level of the remaining ink without removing the converter and risking a mess. And the converter is extremely tight fitting, but not in a good way if that makes sense. It needs to be forced in and out and you're never quite sure it's been properly seated, until you don't get a leak.

The solution to the majority of the converter problems? Re-use a spent cartridge, and fill it from a syringe. You'll get a much better fill, a much nicer seal, and altogether a better experience. However, syringe filling such an otherwise advanced seeming pen is annoying and feels like it should be unnecessary. I consider this to be a major, major flaw. And since the cartridge needs to be sheathed in a metal sleeve in order to fit into this pen, you still can't see the ink level. Pilot really needs to take another look here.

The second flaw is quite minor, but sort of annoying and something to keep in mind. This issue is a minor leak that can occur inside of the barrel of the pen, due to the quick action of the retraction mechanism. Basically, if you treat this pen like a ballpoint and retract by clicking and then letting go, the nib flies back into the barrel and is then abruptly stopped. A drop of ink that's sitting in the feed can fly back at this point, creating a little pool that you'll have to clean up next time you fill the pen. The good news is, this usually doesn't happen to the point where the pen leaks. The other good news is that you can avoid this issue, by simply being a bit more gentle on the release when you retract the nib. Again, though, I feel that this could have been engineered away, e.g. by slightly softening the retraction mechanism.

All in all, I do recommend this pen. It's pricey, it's a bit flawed, but it's a one-of-a-kind experience that you'll certainly enjoy. Buy yourself some syringes, find some cool ink, and get writing.";;
1749059567-18;https://www.amazon.com/product-reviews/B005WPTTG4;"The thought of having a clip in the way of my fingers made me discount this pen completely.

A friend continually sales pitched me on a vanishing point and since he unfortunately lives in another state, I couldn't actually try his.

After about a month of his pestering, I decided to go ahead and order one.

As soon as I removed it from the box and picked it up, I was very impressed with the weight, balance, and overall feel.  The color and pattern with the rhodium trim match really well.

Not really having an ink that matches the pen, I decided to order some, but it wouldn't arrive until the following day so in the meantime I went ahead and inked it up with Pilot iroshizuku kon-peki since I have all the patience of a child on Christmas morning and wasn't going to wait until the following day.

I ordered the medium since Japanese nibs tend to be a bit finer than western nibs and the line width I'd say is somewhere between a western fine and medium, perhaps even fine in some examples of western nibs.

My biggest concern was whether or not the nib would have a ton of feedback, similar to a Sailor nib.  I have a Sailor 1911L and while I do enjoy writing with it, I've learned that my preference is minimal feedback.  This nib definitely has some feedback, but is basically exactly what I like.

To a lesser extent my other concern is the nib drying out, but as I look down the end of the barrel of the pen and watch how the trap door works, I'm not as concerned.

One of the other reasons I wanted this pen was for a small field notes notebook I carry around.  I have a Galen Leather cover for it, and most of my fountain pens are much too large to carry around, and typically if I'm jotting a note down, unscrewing a cap would take too long whereas this pen is quickly deployed to jot some fast notes down.

If this pen starts giving me issues, I'll make sure to come back to update this review, but I don't see that happening as this pen is well crafted.";;
1749059567-19;https://www.amazon.com/product-reviews/B005WPTTG4;I love this pen! Before this I had a decimo so I had gotten used to the retractable pen and the clip position but the vanishing point is much better, I like the weight and the size. This type of pen took a while to get used to because of the clip position and I’m left handed but once I got used to it, it was all i wanted to use. I love that the nib is 18k gold and on the matte black it’s a gunmetal color which is just lovely. The extra fine nib is so smooth and has some bounce to it. I inked it and it worked straight away. It came with a blue cartridge which I didn’t use, and a con40 which I did use.;;
1749059567-20;https://www.amazon.com/product-reviews/B005WPTTG4;"I was expecting to take at least a week to receive my order.  However, it only took three days.  I placed an order on the 17th, then it was shipped on the 18th, and I finally received it on the 20th.  Cool!

The product includes a conversion cartridge.  So, if you already have a bottle of ink, then just fill it up and it is good to go.  If not, it also includes a disposable cartridge.  A sheet of user's manual accompanies this product.

Pro:  No cap to worry about.  Click -- the nib comes out.  Click again -- the nib retracts.  Its built-in pocket clip makes it very easy to carry around.

Con:  Because of the way the pocket clip is located, it can become a source of discomfort since your index finger will be pressing against it.

I have been using two other fountain pen:  Waterman Phileas medium nib and Waterman Moonlight Hemisphere fine nib.  It took me a while before these two became responsive to my touches.  Pilot Vanishing Point, by contrast, did not need to be broken in at all.  I was able to write smoothly right after I filled up the conversion cartridge for the very first time.  Therefore, insofar as getting started:  Pilot Vanishing Point fine nib > Waterman Moonlight Hemisphere fine nib.  While Pilot Vanishing Point costs more than Waterman Phileas and Moonlight Hemisphere, I would recommend the former over the latter two.

******
Update:  04/24/2012

The twist converter cartridge included with the package can become a source of irritation:  It does not hold that much ink.  An additional source of irritation is that the transparent portion of the converter cartridge is obscured by the metal cylincer surrounding it.  I have noticed that some fountain pen merchants do carry squeeze cartridges for Namiki/Pilot brand fountain pens.  Based on user reviews, squeeze cartridge is superior to screw converter cap.  Unfortunately, Amazon.com is not one of them.

Update:  05/02/2012

5 stars minus 1:  The twist converter seems to be more than a minor nuisance.  Not only its capacity is rather limited (Waterman twist converter capacity is better, but cannot be adopted to Pilot), it does not seem to fit securely.  I have noticed that my pen has been leaking (although not severe enough to stain objects outside the outer casing).  I plan on purchasing a squeeze converter (Con-20) and see if this would solve two problems -- capacity and leaking -- in one go.  I will update this entry as soon as I start using it.

Update:  05/11/2012

Installed Con-20 squeeze converter.  No more leakage.  Better reservoir capacity.  Pilot should include Con-20 squeeze converter instead of Con-50 twist converter as part of its Vanishing Point package.  Why include a substandard converter while there is already a superior counterpart to otherwise a fine writing instrument?

As for the difference in the reservoir capacity between Con-50 and Con-20.  This has to do with the fact that it is next to impossible to completely remove the pocket of air lingering in Con-50 twist converter even after several consecutive draw/purge actions.  In short, its ink reservoir stays underutilized.

Update:  07/26/2012

Upon closer inspection, there are some leakage from the nib groove.  Although, I think this has little to do with mechanical problems.  I have been using Noodler's Black Eel ink and I remember reading something about other Noodler ink users having similar issues.  This leakage is nothing to worry about; it merely coats a part of the nib and does not lead to staining papers.  I wonder if other ink brands have this issue as well, although I will not be shopping for new ink any time soon.

Update:  12/11/2014

Good news: if you are looking for Con-20 converter, it can be found in Amazon.com.";;
1749059567-21;https://www.amazon.com/product-reviews/B005WPTTG4;I like that the pen is clicky, minus 1 point for the tip needing adjustment to flow properly out of the box;;
1749059567-22;https://www.amazon.com/product-reviews/B005WPTTG4;Although I was extremely upset about opening a used pen (there was drops of green ink in the cartridge), I absolutely love this pen! I usually use a Lamy Safari, and experiencing this kind of luxurious pen, I don't think I can ever go back. It fits perfectly in my hands and the weight is a welcomed feeling. The way the pen glides on the paper is beautiful, smoothest pen I've used. The ink does stay wetter for longer than I'm used to, but it's not a feature I was worried about. I know this will be my daily pen from now on.;;
1749059567-23;https://www.amazon.com/product-reviews/B005WPTTG4;"I got this as a Christmas present back in 2020, it’s been a daily driver since then. I tried a few inks with it (Waterman, Noodler’s) and settled on iroshizuku “tsuyu-kusa” - with a good quality paper, there is no bleeding and writing with it is an almost sensual experience. This gets five stars and I rarely give anything five stars.

Review Feb 2025 - still an amazing pen!! Consistently writes beautifully and the sensation on good paper is silky smooth. My favorite pen!";;
1749059567-24;https://www.amazon.com/product-reviews/B005WPTTG4;My Pilot Vanishing Point red and gold FP arrived well packaged and a day earlier than expected. I filled the pen with Noodlers 54th Massachusetts. This pen writes wonderful.  The pocket clip works well to position your fingers providing an anchor point. I ordered another Pilot, the Custom 743 Verdigris in EF along with ink samples and notebooks from the Goulet Pen company. Check them out;;
1749059567-25;https://www.amazon.com/product-reviews/B005WPTTG4;"Great pen.

Although it was shipped with the ink cartridge installed, so some kind of use. Also I had ordered a fine and they sent me a broad (in a box marked fine). So a little loose on the QC of what they were shipping.";;
1749059567-26;https://www.amazon.com/product-reviews/B005WPTTG4;"I'm relatively new to fountain pens, but I've been using a pair of medium priced Parker fountain pens daily at work and home for almost a year now, and they are great.  Work well, write smoothly, travel well, and none of the mess that I used to encounter as a child with my first fountain pens.  For Christmas though, I decided I was going to invest in a better quality pen to use daily.  I wasn't looking for a piece of art necessarily, but I wanted a professional looking pen that delivered a truly superior writing experience.  I write a lot in my work and I am in front of executives regularly.  I researched for some time the various manufacturers in the US, Europe  and Japan and read user reviews both pro and con. In the end I kept coming back to the Pilot Vanishing Point.  My other fountain pens are medium nib.  They write smoothly with good ink delivery, but I wanted a fine point.  I read several user references that said the Japanese make finer nibs, so that a Japanese medium is more like a European fine point.  I really wanted a fine point, but I decided to stick with a medium nib for the Pilot.  That turned out to be the right decision.  The nib on the Vanishing Point delivers ink with the smoothness of a medium but produces a fine line that dries quickly.  Absolutely no skipping or blotching. This pen frankly makes my not-so-neat handwriting look much more legible and professional even when writing quickly.
Mechanically, the Vanishing Point is amazing.  The engineering is flawless and works with a solid feel that inspires confidence that this pen will serve me well for a lifetime.  And as it turns out, it also looks like a work of modern art as an added bonus.  The rhodium accents are beautiful and the Carbonesque pattern on the barrel is striking, lending a subtle feel of texture to the grip.
My only complaint is with the delivery. The ink cartridge included with the pen exploded in transit and sent ink all over the inside of the case.  Fortunately, the pen was not affected and the Vanishing Point comes with a converter so I am able to use bottled ink.
The twist converter draws ink into the pen easily and with no inky fingers afterward.  A quick wipe of the nib and I was back in business.
I would recommend this pen to anyone who is looking to ""kick it up a notch"", especially if you're got a little bit of fountain pen experience and are hesitating to invest in a more expensive pen.  This one is well worth the price!";;
1749059567-27;https://www.amazon.com/product-reviews/B005WPTTG4;"I absolutely LOVE this pen.  I am neither a seasoned fountain pen geek, nor a first purchaser.  The reason I haven't used fountain pens prolifically has been two-fold: system portability and usage.  Addressing the later first, I love the feel of this pen!!  Very easy to write with mis-use, which makes this a phenomenal teaching tool; I consider it ""self-correcting"" when I place the nib incorrectly on the paper.  I have been trying to teach myself better penmanship; yet for work, I often need to note acronyms, sketch quick diagrams, etc.  This pen handles everything with ease.  Addressing system portability: I fill, on average, four to eight full page notes in my Moleskine notebook per day.  Some days zero.  I fly frequently, several times per month.  I was hyper-concerned about using this pen for work: potential leakage, ability to take notes quickly, ink reservoir in relationship to refill length, etc.  I clip the pen to Moleskine, and toss in my bag.  I half-heartedly try to ensure the pen is vertical, but the bag not so.  I have had zero issues.  I was concerned what pressure changes would do at altitude; no issues.  I was concerned about being to rapidly take a flurry of notes with no notice; zero issues.  I love this pen!!  It is my everyday always pen.  I currently try to fill it about every two weeks or so.  I've noticed about a 10-12 day refill cycle would be better, although it is based on a limited sample size.

I have had two issues:  I didn't care for the stock ink so I tossed the stock cartridge out of the box as I use Noodler's ink, the refill cartridge twist/plunger process took a bit to get used to. I spent the best part of a weekend practicing and writing and refilling and learning about it.  By Monday, I felt very comfortable with using the pen in all of the above scenarios.

The second issue I've had is minor: I bent the clip.  I was able to return to its original position; however, its not ""tight"" on the body.  Oh well.  It's minor to me.

I absolutely love this pen and has allowed me to get back to script writing on my pace, when I'm able to.  It always strikes up a conversation with observant customers.";;
1749059567-28;https://www.amazon.com/product-reviews/B005WPTTG4;"This was my very first experience with a fountain pen. I read a review and having always been a pen and pencil geek since I was a kid in 4th grade and got my first Cross pen & pencil set, I've always been looking for that Holy Grail of a writing instrument. I was always interested in fountain pens but I had two misconceptions, when I thought of fountain pens I thought, ""Oh, you have to dip them in ink or something? Sounds like a pain."" - and two...intimidation factor. Thinking about having to get inks, and thinking mess to clean up, no thanks. Anyway...

So I read about the VP. I thought, Wait a minute, it looks just like a regular pen, that's odd. And its a click fountain pen, like a regular pen. So I watched  a video or two, and I knew I had to have it. I got the fountain pen, it came with a cartridge converter (with which I had no idea of how to use it straight out of the box - obviously first fountain pen) and then two ink cartridges - which immediately was a relief  - I popped in the ink cartridge, bam! was immediately writing like a pro. I fell instantly in love with this fountain pen. I've had it a few months now. I've written hundreds of pages with it. I wouldn't trade it for any other fountain pen I have (or pen or pencil for that matter). Of course now I only use the cartridge converter and I have way too many bottles of ink that I love switching out all the time. Then there is the fact I now have 13 other fountain pens to vie for my attention - but if I know I'm going to be writing all day this is the pen I know that is going to be in my hand.

Warning: once you get hooked on fountain pens, its a long way down the rabbit hole chasing Alice and that crazy bunny rabbit

The Pilot Vanishing Point is definitely worth the money. Love it. Oh and the Matte Black...definitely the way to go. [I bought the medium nib, but you can buy separate nib units specifically for the Vanishing Point - so you can have a broad, a fine, medium, etc - so you don't have to buy multiple fountain pens - so it really makes the utility of this pen even more utility-ish]";;
1749059567-29;https://www.amazon.com/product-reviews/B005WPTTG4;so I am absolutely obsessed with this pen, the last three days were heaven. Satisfying click, amazing writing and truly enjoyable. Unfortunately, the pen stopped clicking within 3 days when I tried refilling the ink. I watched all “how to” videos and did everything I possible can. I am returning it and recording in hopes that I got a faulty pen and a piece fell out to make the contraption work! I cried trying to figure it out for three ours then gave up;;
1749059567-30;https://www.amazon.com/product-reviews/B005WPTTG4;"The convenience of this pen is nothing I'd have ever imagined from a fountain pen. As an owner of several high-end fountain pens that cost hundreds of dollars more than this pen, I'd have to say this pen is approaching the status of ""favorite"" among my collection. As a writer, I often jot down personal notes even as I'm at my computer. This pen eliminates the steps that I've been taking in the past to unscrew the cap, place the cap,  position the pen, etc. The clip, though right in the middle of the tripod of fingers for writing, acts as a guide for finger placement as to where the point of the nib will be. There's no more need to rotate the pen in your hand to get the correct writing angle as the clip helps to remind and position your hand for you. I'd actually say that this would be a great starter pen for anyone interested in the art of writing with a fountain pen.

Typically when using a fountain pen, I grip the pen closer to the nib than maybe I'd ought to leaving the tell-tale signs of writing stained on my fingers. With this pen, there's no chance of ink stain because the nib is shielded from any grip mishaps. Though the ink sac is small, I find that it is enough to take several pages of notes over the course of about two-three days. Part of owning a fountain pen is the small joy of refilling it. I haven't tried using the cartridge that came with it as I prefer to draw my ink from a bottle.

The quality of the pen seems to be pretty nice. Though the barrel doesn't exactly feel high-end, it is definitely sturdy and well made. The nib is firm but with enough flex. Some reviews that I've read about this pen made it seem that if you've got a firm hand when writing this pen might not be for you. I don't think that I accurate. Granted I don't try to poke holes in the pages when I write, I do find that this pen is firm enough for just about any type of handwriting style. I have not had any slips or dry spots on the page either even when writing softer or more firmly than I normally would.

I would buy this pen again.";;
1749059567-31;https://www.amazon.com/product-reviews/B005WPTTG4;"The original ""vanishing point"" in my small collection of fountain pens carries the Namiki brand name, though the parent is Pilot which is now the primary name for the new ""vanishing point.""

Although I had looked at catalog descriptions & pictures of the new model, it's taken a long time & a great deal to decide on trying this newer model.

If you are new to the vanishing point fountain pen, the name is really a clever way to describe the mechanism that extends & retracts the point with a push button just like a ballpoint pen. It's certainly ingenious. If you think that the point is exposed to the air when not in use, it's not--it's concealed by a clever internal flap. That means the ink doesn't dry out easily & stays fluid for a long period.

Now my personal feelings about the pen. As noted I have the previous model and the reader may benefit from a comparison. The original pen has beveled fluting which makes the grip comfortable and reduced slippage. The new pen is smooth. The older pen has a narrow barrel with a slimmer taper at the end where the shirt clip ends. The new pen is wider and heavier than the previous model.

This is not to say that I dislike the new model. If I was new to the vanishing point, I'd be perfectly happy. Since I can compare, I do prefer the feel of the older model as well as the design aesthetic, except for the color choices. The new model has nice colors & more variety. The color I chose is the  Blue Carbonesque with Rhodium and it is handsome though my expectation was for a darker hue. Nevertheless I am satisfied.  I had wanted to try a wide nib (which uses more ink) but it wasn't available at the time and so have the medium. It is fine and most of my fountain pens are medium nibs. The Pilot nib is smooth as silk.

The entire package is nice. Large heavy-duty case...one blue ink cartridge...a converter is included if you'd like to use bottle ink...instruction booklet. All in all, still a great product. Just think, you can write with a fountain pen without the bother of dealing with a cap. Fabulous.";;
